id,title,category,tags,venue,startDate,endDate,match_status,match_score,place_name,place_type,address_full,district,lat,lon,osm_type,osm_id,osm_url,source_provider,source_url,raw_title,raw_date_text,scraped_at
kassir:krs:teatr:djek-6,Джек,theatre,theatre,Дом Актера (Красноярск),2026-05-13T19:00:00+07:00,2026-05-13T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/djek-6,Джек,13 мая 19:00 ср,2026-04-23T08:07:39Z
kassir:krs:teatr:svadba-na-diete,Свадьба на диете,theatre,theatre,Дом Актера (Красноярск),,,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/svadba-na-diete,Свадьба на диете,апрель – май,2026-04-23T08:07:39Z
kassir:krs:teatr:mokraya-kuritsa-a-ne-muj,"Мокрая курица, а не муж",theatre,theatre,Дом Актера (Красноярск),2026-05-23T14:00:00+07:00,2026-05-23T16:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/mokraya-kuritsa-a-ne-muj,"Мокрая курица, а не муж",23 мая 14:00 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:ne-prints-i-daje-ne-kon-pod-printsem,"Не принц, и даже не конь под принцем",theatre,theatre,Дом Актера (Красноярск),2026-05-25T19:00:00+07:00,2026-05-25T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/ne-prints-i-daje-ne-kon-pod-printsem,"Не принц, и даже не конь под принцем",25 мая 19:00 пн,2026-04-23T08:07:39Z
kassir:krs:teatr:papa-na-vyirost,Папа на вырост,theatre,theatre,Дом Актера (Красноярск),2026-05-10T20:00:00+07:00,2026-05-10T22:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/papa-na-vyirost,Папа на вырост,10 мая 20:00 вс,2026-04-23T08:07:39Z
kassir:krs:teatr:idealnaya-jenaili-illyuziya-obmana,Идеальная жена...или иллюзия обмана?,theatre,theatre,Дом Актера (Красноярск),2026-05-17T17:00:00+07:00,2026-05-17T19:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/idealnaya-jenaili-illyuziya-obmana,Идеальная жена...или иллюзия обмана?,17 мая 17:00 вс,2026-04-23T08:07:39Z
kassir:krs:teatr:na-grani-1,На грани,theatre,theatre,Дом Актера (Красноярск),2026-05-02T14:30:00+07:00,2026-05-02T17:00:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/na-grani-1,На грани,2 мая 14:30 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:morin-huur-mongolskiy-tk,Морин хуур (Монгольский ТК),theatre,theatre,Красноярский государственный театр оперы и балета,2026-06-02T20:00:00+07:00,2026-06-02T22:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/morin-huur-mongolskiy-tk,Морин хуур (Монгольский ТК),2 июня 20:00 вт,2026-04-23T08:07:39Z
kassir:krs:teatr:i-hochetsya-i-koletsya-i-mama-ne-velit,"И хочется, и колется, и мама не велит",theatre,theatre,Дом Актера (Красноярск),2026-05-08T19:00:00+07:00,2026-05-08T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/i-hochetsya-i-koletsya-i-mama-ne-velit,"И хочется, и колется, и мама не велит",8 мая 19:00 пт,2026-04-23T08:07:39Z
kassir:krs:teatr:stolik-na-troih,Столик на троих,theatre,theatre,Дом Актера (Красноярск),2026-05-22T00:00:00+07:00,,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/stolik-na-troih,Столик на троих,"14 , 22 мая",2026-04-23T08:07:39Z
kassir:krs:teatr:mne-chay-i-viski-s-koloy_2026-05-06,Мне чай и виски с колой,theatre,theatre,Дом Актера (Красноярск),2026-05-06T19:00:00+07:00,2026-05-06T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/dom-aktera-2/mne-chay-i-viski-s-koloy_2026-05-06,Мне чай и виски с колой,6 мая 19:00 ср,2026-04-23T08:07:39Z
kassir:krs:teatr:fam-fatal-ili-pravda-rasskazannaya-jenschinami,"Фам фаталь, или Правда, рассказанная женщинами",theatre,theatre,Дом Актера (Красноярск),2026-05-30T20:00:00+07:00,2026-05-30T22:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/fam-fatal-ili-pravda-rasskazannaya-jenschinami,"Фам фаталь, или Правда, рассказанная женщинами",30 мая 20:00 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:ochen-opasnoe-meropriyatie-1,"Ставьте чайник, или очень опасное мероприятие",theatre,theatre,Дом Актера (Красноярск),2026-05-01T20:00:00+07:00,2026-05-01T22:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/ochen-opasnoe-meropriyatie-1,"Ставьте чайник, или очень опасное мероприятие",1 мая 20:00 пт,2026-04-23T08:07:39Z
kassir:krs:teatr:ya-tebya-lyublyu,Я тебя люблю,theatre,theatre,Дом Актера (Красноярск),2026-05-03T20:00:00+07:00,2026-05-03T22:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/ya-tebya-lyublyu,Я тебя люблю,3 мая 20:00 вс,2026-04-23T08:07:39Z
kassir:krs:teatr:den-schastya-odin-prekrasnyiy-den,День счастья (Один прекрасный день),theatre,theatre,Дом Актера (Красноярск),2026-05-02T20:30:00+07:00,2026-05-02T23:00:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/den-schastya-odin-prekrasnyiy-den,День счастья (Один прекрасный день),2 мая 20:30 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:devyanosto-na-denyanosto,Девяносто на девяносто,theatre,theatre,Дом Актера (Красноярск),2026-05-09T18:00:00+07:00,2026-05-09T20:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/devyanosto-na-denyanosto,Девяносто на девяносто,9 мая 18:00 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:dom-vverh-dnom-ili-chetvero-pod-odeyalom-ne-schitaya-slujanki_2026-05-23,"Дом вверх дном, или Четверо под одеялом, не считая служанки",theatre,theatre,Дом Актера (Красноярск),2026-05-23T17:00:00+07:00,2026-05-23T19:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/dom-aktera-2/dom-vverh-dnom-ili-chetvero-pod-odeyalom-ne-schitaya-slujanki_2026-05-23,"Дом вверх дном, или Четверо под одеялом, не считая служанки",23 мая 17:00 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:kakoy-idiotizm-roditsya-jenschinoy,Какой идиотизм родиться женщиной,theatre,theatre,Дом Актера (Красноярск),2026-04-23T19:00:00+07:00,2026-04-23T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/kakoy-idiotizm-roditsya-jenschinoy,Какой идиотизм родиться женщиной,23 апреля 19:00 чт,2026-04-23T08:07:39Z
kassir:krs:teatr:nash-syin-babnik,Наш сын – бабник,theatre,theatre,Дом Актера (Красноярск),2026-04-29T19:00:00+07:00,2026-04-29T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/nash-syin-babnik,Наш сын – бабник,29 апреля 19:00 ср,2026-04-23T08:07:39Z
kassir:krs:teatr:lyubov-bez-pafosa,Любовь. Без пафоса!,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-15T19:00:00+07:00,2026-06-15T21:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/lyubov-bez-pafosa,Любовь. Без пафоса!,15 июня 19:00 пн,2026-04-23T08:07:39Z
kassir:krs:teatr:loj_2026-05-04,ЛОЖЬ!,theatre,theatre,Дом Актера (Красноярск),2026-05-04T19:00:00+07:00,2026-05-04T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/dom-aktera-2/loj_2026-05-04,ЛОЖЬ!,4 мая 19:00 пн,2026-04-23T08:07:39Z
kassir:krs:teatr:djeyn-ostin-na-bolote,Джейн Остин на болоте,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-12T00:00:00+07:00,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/djeyn-ostin-na-bolote,Джейн Остин на болоте,12 июня,2026-04-23T08:07:39Z
kassir:krs:teatr:volshebnyiy-mir-zakulisya-1,Волшебный мир закулисья,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/volshebnyiy-mir-zakulisya-1,Волшебный мир закулисья,апрель – май,2026-04-23T08:07:39Z
kassir:krs:teatr:dialog-s-kinovedom-teatr-v-kadre,Диалог с киноведом: театр в кадре,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-04-24T19:00:00+07:00,2026-04-24T21:30:00+07:00,fuzzy,0.9817,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/dialog-s-kinovedom-teatr-v-kadre,Диалог с киноведом: театр в кадре,24 апреля 19:00 пт,2026-04-23T08:07:39Z
kassir:krs:teatr:metel,Метель,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/metel,Метель,май – июнь,2026-04-23T08:07:39Z
kassir:krs:teatr:lyubit-na-voyne,Любить на войне,theatre,theatre,Красноярский государственный театр оперы и балета,2026-05-10T00:00:00+07:00,,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/lyubit-na-voyne,Любить на войне,"9 , 10 мая",2026-04-23T08:07:39Z
kassir:krs:teatr:ermak,Ермак,theatre,theatre,Красноярский государственный театр оперы и балета,2026-05-31T18:00:00+07:00,2026-05-31T20:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/ermak,Ермак,31 мая 18:00 вс,2026-04-23T08:07:39Z
kassir:krs:teatr:masterskie-krasopera,Мастерские krasOpera,theatre,theatre,Красноярский государственный театр оперы и балета,2026-05-14T00:00:00+07:00,,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/masterskie-krasopera,Мастерские krasOpera,14 – 29 мая,2026-04-23T08:07:39Z
kassir:krs:teatr:pikovaya-dama,Пиковая дама,theatre,theatre,Красноярский государственный театр оперы и балета,2026-06-17T00:00:00+07:00,,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/pikovaya-dama,Пиковая дама,"16 , 17 июня",2026-04-23T08:07:39Z
kassir:krs:teatr:hojdenie-po-mukam,Хождение по мукам: Сестры,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-05-03T18:00:00+07:00,2026-05-03T20:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/hojdenie-po-mukam,Хождение по мукам: Сестры,3 мая 18:00 вс,2026-04-23T08:07:39Z
kassir:krs:teatr:vkrasnoy-shapochke,VКрасной шапочке,theatre,theatre,Красноярский государственный театр оперы и балета,2026-06-07T00:00:00+07:00,,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/vkrasnoy-shapochke,VКрасной шапочке,7 июня,2026-04-23T08:07:39Z
kassir:krs:teatr:balet-romeo-i-djuletta,Ромео и Джульетта,theatre,theatre,Красноярский государственный театр оперы и балета,2026-05-28T18:00:00+07:00,2026-05-28T20:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/balet-romeo-i-djuletta,Ромео и Джульетта,28 мая 18:00 чт,2026-04-23T08:07:39Z
kassir:krs:teatr:koshkin-dom-19,Кошкин дом,theatre,theatre,Красноярский государственный театр оперы и балета,2026-06-13T00:00:00+07:00,,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/koshkin-dom-19,Кошкин дом,13 июня,2026-04-23T08:07:39Z
kassir:krs:teatr:prestuplenie-i-nakazanie-14,Преступление и наказание,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/prestuplenie-i-nakazanie-14,Преступление и наказание,апрель – июнь,2026-04-23T08:07:39Z
kassir:krs:teatr:xii-noch-ili-kak-vam-budet-ugodno,"XII ночь, или Как вам будет угодно",theatre,"kids, theatre",Красноярский драмтеатр им. А.С. Пушкина,2026-05-15T19:00:00+07:00,2026-05-15T21:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/xii-noch-ili-kak-vam-budet-ugodno,"XII ночь, или Как вам будет угодно",15 мая 19:00 пт,2026-04-23T08:07:39Z
kassir:krs:teatr:dve-sestryi-3,Две сестры,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-07T18:00:00+07:00,2026-06-07T20:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/dve-sestryi-3,Две сестры,7 июня 18:00 вс,2026-04-23T08:07:39Z
kassir:krs:teatr:samoubiytsa-9,Самоубийца,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-12T18:00:00+07:00,2026-06-12T20:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/samoubiytsa-9,Самоубийца,12 июня 18:00 пт,2026-04-23T08:07:39Z
kassir:krs:teatr:les-18,Лес,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-13T17:00:00+07:00,2026-06-13T19:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/les-18,Лес,13 июня 17:00 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:zemlya-elzyi-10,Земля Эльзы,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/zemlya-elzyi-10,Земля Эльзы,май – июнь,2026-04-23T08:07:39Z
kassir:krs:teatr:nojnitsyi-3,Ножницы,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/nojnitsyi-3,Ножницы,май – июнь,2026-04-23T08:07:39Z
kassir:krs:teatr:macheha-samanishvili_2026-06-06,Мачеха Саманишвили,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-06T15:00:00+07:00,2026-06-06T17:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/teatr-imeni-as-pushkina/macheha-samanishvili_2026-06-06,Мачеха Саманишвили,6 июня 15:00 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:kovarstvo-i-lyubov-3,Коварство и любовь,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/kovarstvo-i-lyubov-3,Коварство и любовь,май – июнь,2026-04-23T08:07:39Z
kassir:krs:teatr:lyubov-i-golubi_2026-05-30,Любовь и голуби,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-05-30T18:00:00+07:00,2026-05-30T20:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/teatr-imeni-as-pushkina/lyubov-i-golubi_2026-05-30,Любовь и голуби,30 мая 18:00 сб,2026-04-23T08:07:39Z
kassir:krs:teatr:s-dnem-rojdeniya-yaga,"С Днем рождения, Яга!",theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-05-17T12:00:00+07:00,2026-05-17T14:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/s-dnem-rojdeniya-yaga,"С Днем рождения, Яга!",17 мая 12:00 вс,2026-04-23T08:07:39Z
